bangla_speech ,banglish_speech ,mymensingh_bangla_speech ,mymensingh_banglish_speech ,region_name ,english_speech
এখন আর মানুষের মধ্যে মায়া বিষয়টা খুব একটা নেই,ekhon ar manusher moddhe maya bishoyta khub ekta nei,এহন আর মাইনষের মধ্যে মায়া বিষয়ডা খুব একটা নাই,ehon ar mainsher moddhe maya bishoyda khub ekta nai,Mymensingh,There is not much illusion among people anymore
আমি আমার ছোট বাচ্চাকে নিয়ে বাবার বাড়িতে যাই,ami amar choto baccake niye babar barite jai,আমি আমার ছোডো বাচ্চারে লইয়া বাপের বাড়িত যাই,ami amar chodo baccare loiya baper barit jai,Mymensingh,I went to my father's house with my little child
আপনি নিজের পরিবার নিয়ে বসুন,apni nijer poribar niye boshun,আফনে নিজের পরিবার নিয়া বসেন,afne nijer poribar niya bosen,Mymensingh,You sit with your family
পরিবারে ছোট খাটো ঝামেলা থাকে,poribare choto khato jhamela thake,পরিবারে ছোডো খাডো ঝামেলা থাকে,poribare chodo khado jhamela thake,Mymensingh,There are small problems in the family
আমাকে একটু সাহায্য  করবেন,amake ektu sahajjo korben,আমারে একটু সাহায্য করবাইন,amare ektu sahajjo korbain,Mymensingh,Please help me
দয়া করে নাম পরিচয় গোপন রাখবেন,doya kore nam porichoy gopon rakhben,দয়া কইরা নাম পরিচয় গোপন রাখবাইন,doya koira nam poricoy gopon rakhbain,Mymensingh,Please remain anonymous
আমি একটি কঠিন সমস্যা নিয়ে হাজির হয়েছি,ami ekti kothin somossa niye hajir hoyechi,আমি একটা কঠিন সমস্যা নিয়া হাজির হইসি,ami ekta kothin somossha niya hajir hoisi,Mymensingh,I am presented with a difficult problem
একসময় ছেলের মেয়েটাকে ভালো লাগবে ,eksomoy cheler meyetake valo lagbe,একসময় ছেড়ার ছেড়িডারে ভালা লাগব,ekosomoy cherar cheridare vala lagbo,Mymensingh,Someday the boy will like the girl
তাদের চার বছরের একটি মেয়ে বাচ্চা আছে,tader char bochorer ekti meye bacca ache,তারার চাইর বছরের একটা মাইয়া আবু আসে,tarar chair bochorer ekta maiya abu ase,Mymensingh,They have a four-year-old daughter
গত এক মাস আগে স্ত্রীর সাথে ঝগড়া করে স্বামী দেশে চলে আসে,goto ek mash age strir sathe jhogra kore shami deshe chole ase,গত এক মাস আগে বউয়ের সাথে ঝগড়া কইরা জামাই দেশে চইল্লা আসে,goto ek mas age bou er sathe jhogra koira jamai deshe choilla ase,Mymensingh,"A month ago, the husband came to the country after quarreling with his wife"
ছেলে মেয়ে একজন আরেকজন কে প্রচন্ড ভালোবাসে,chele meye ekjon arekjon ke procondo valobase,ছেড়া ছেড়ি একজন আরেকজন রে প্রচন্ড ভালবাসে,chera cheri ekjon arekojon re procondo valobase,Mymensingh,Boys and girls love each other very much
সে বিয়ে করে সুখী হতে চায়,se biye kore sukhi hote chay,হেয় বিয়া কইরা সুখী হইতে চায়,hey biya koira sukhi hoite chay,Mymensingh,He wants to get married and be happy
ছেলে ইউরোপে পড়াশোনা করে,chele europe porashona kore,ছেড়া ইউরোপে পড়াশুনা করে,chera Europe e porashuna kore,Mymensingh,Son studies in Europe
কিন্তু মেয়ের পরিবার রাজিনা,kintu meyer poribar rajina,কিন্তু মাইয়ার পরিবার রাজিনা,kintu maiyar poribar rajina,Mymensingh,But the girl's family does not agree
মেয়েকে অন্য ছেলের সাথে বিয়ে দেওয়ার আয়োজন করে,meyeke onno cheler sathe biye deoyar ayojon kore,মাইয়ারে অন্য ছেড়ার লগে বিয়া দেওনের আয়োজন করে,maiyare onno cherar loge biya deoner ayojon kore,Mymensingh,Arranges for the daughter to be married off to another boy
বাধ্য হয়ে ছেলে মেয়ে নিজেদের ইচ্ছায় বিয়ে করে নেয়।,baddho hoye chele meye nijeder icchay biye kore ney,বাধ্য হয়া ছেড়া ছেড়ি নিজেরার ইচ্ছায় বিয়া কইরা নেয়,baddho hoya chera cheri nijerar icchay biya koira ney,Mymensingh,Boys and girls are forced to marry of their own accord.
আজকে দেয়ালে পিঠ থেকে গেছে,ajke deyale pith theke geche,আজকে দেয়ালে পিঠ থেইক্কা গেসে,ajke deyale pith theikka gese,Mymensingh,Backs against the wall today
আজকে প্রায় ৮ দিন পানি নেই ,ajke pray ৮ din pani nei ,আজকে প্রায় ৮ দিন পানি নাই ,ajke pray ৮ din pani nai ,Mymensingh,Today there is no water for about 8 days
অথচ আসে পাশের সব বাড়ি তেই পানি দিয়ে দিচ্ছে শুধু আমাদের বাড়িতেই পানি দিচ্ছে না,othocho ase pasher shob bari tei pani diye dicche shudhu amader baritei pani dicche na,অথচ আসে পাশের সব বাড়ি তেই পানি দিয়া দিতাসে খালি আমারার বাড়িতেই পানি দিতাসে না,othoco ase pasher sob bari tei pani diya ditase khali amarar baritei pani ditase na,Mymensingh,"But they are giving water to all the neighboring houses, not only to our house"
 যাদের সাথে ভালো সম্পর্ক রয়েছে শুধু তাদের পানি দিবে আর কাউকে দিবে না,jader sathe valo somporko royeche shudhu tader pani dibe ar kauke dibe na,উনারা উনাদের মত পানি দিব যারার লগে ভালা সম্পর্ক আসে খালি তারারে দিব আর কাউরে দিত না,unara unader moto pani dibo jarar loge vala somporko ase khali tarare dibo ar kaure dito na,Mymensingh,Give water only to those with whom you have a good relationship and not to anyone else
