bangla_speech ,banglish_speech ,barishal_bangla_speech ,barishal_banglish_speech ,region_name ,english_speech
সিনেমায় বিয়ের পর গল্প শেষ হয়ে যায়  আর বাস্তব জীবনে বিয়ের পরই সিনেমা শুরু হয়,cinemay biyer por golpo shesh hoye jay ar bastob jibone biyer por e cinema shuru hoy,সিনেমায় বিয়ার পর কেচ্ছা শেষ হইয়া যায় আর বাস্তব জীবনে বিয়ার পরই সিনেমা শুরু হয়,cinemay biyar por keccha shesh hoiya jay ar bastob jibone biyar pori cinema shuru hoy,Barishal ,In movies the story ends after the marriage and in real life the movie starts after the marriage
"আজ গরিব বলে পৃথিবীতে থাকি,বড়লোক হলে মঙ্গল গ্রহে থাকতাম","aj gorib bole prithibite thaki, borolok hole mongol grohe thaktam","আইজ গরীব দেইখ্যা পিরথিবিতে থাহি, বড়লোক হইলে মঙ্গল গ্রহে থাকতাম","aij gorib deikkha pirthibite thahi, borolok hoile monggol grohe thaktam",Barishal ,"Today I live on earth as a poor person, if I were rich I would live on Mars"
একমাত্র মেয়েরাই পারে অবলা ছেলেদের সহজ সরল মনটা কে ফুটবল ভেবে খেলা করতে,ekmatro meyerai pare obola cheleder sohoj sorol monta ke football vebe khela korte,খালি মাইয়ারাই পারে অবলা পোলাগো সহজ সরল মনডা রে ফুটবল ভাইবা খেলা করতে,khali maiyarai pare obola polago sohoj sorol monda re football vaiba khela korte,Barishal ,Only girls can fool the simple minds of boys and play football
মাঝে মাঝে মন চায় থেমে থাকা গাড়ির নিচে পরে মরে যাই,majhe majhe mon chay theme thaka garir niche pore more jai,মাঝে মইধ্যে মোন চায় থাইম্মা থাহা গাড়ির তলে পইড়া মইরা যাই,majhe moiddhe mon chay thaimma thaha garir tole poira mira jai,Barishal ,Sometimes I want to die under a stopped car
"বউকে ভালোবাসতে শিখুন, কিন্তু কার বউ সেটা দেখার বিষয় না","bouke valobashte shikhun, kintu kar bou seta dekhar bishoy na","বউরে ভালোবাসতে শেখেন,তয় কার বউ হেইডা দেহার ব্যাপার না","boure valobashte shekhen,toy kar bou heida dehar bepar na",Barishal ,"Learn to love your wife, but not whose wife it is"
একবার ধরলে হাত ছাড়বেনা কখনো রোগা পাতলা মেয়ে গুলোকে দেখে মনে হয় ভিটামিনের বোতল কিনে দিই,ekbar dhorle hat charbena kokhono roga patla meye guloke dekhe mone hoy vitaminer bottle kine dei,এউক্কা বার ধরলে হাত ছাড়বেননা কহনো রোগা পাতলা মাইয়া গুলারে দেইখা মনে হয় ভিটামিনের বোতল কিন্যা দেই,eukka bar dhorle hat charbenna kohono roga patla maiya gulare deikha mone hoy vitaminer botol kinna dei,Barishal ,"Once you get hold of it, you will never let go of it. Sometimes, looking at thin girls, I think I buy a bottle of vitamins"
স্বপ্ন দেখলাম ক্রাশের সাথে ঘুরতে গেছি তার পর যা হলো সব ইতিহাস,sopno dekhlam crasher sathe ghurte gechi tar por ja holo sob itihas,স্বপ্ন দেখলাম কেরাসের লগে ঘোরতে গেছি হেইয়ার পর যা হইলো সব ইতিহাস,shopno dekhlam crush er loge ghorte gechi heiyar por ja hoilo sob itihas,Barishal ,I had a dream that I went on a tour with my crush and everything that happened after that is history
"যখন ভাবি তুমি ছাড়া আমার জীবনটা অন্ধকার, ঠিক তখনই কারেন্ট চলে আসে","jokhon vabi tumi chara amar jibonta ondhokar, thik tokhoni current chole ase","যহন ভাবি তুমি ছাড়া মোর জীবনডা আন্ধার, ঠিক তহনই কারেন্ট চইলা আহে","johon vabi tumi chara mor jibonda andhar, thik tohoni current choila ahe",Barishal ,"Just when I think my life is dark without you, the current comes"
"বউ হারালে বউ পাওয়া যায়, কিন্তু বন্ধুকে টাকা দিলে সেটা আর ফেরত পাওয়া যায় না","bou harale bou paoya jay, kintu bondhuke taka dile seta ar ferot paoya jay na","বউ হারাইলে বউ পাওয়া যায়, তয় দোস্তোরে টাহা দেলে হেইডা আর ফেরত পাওয়া যায় না","bou haraile bou paowa jay, toy dostore taha dele heida ar ferot paowa jay na",Barishal ,"If you lose a wife, you get a wife, but if you give money to a friend, you can't get it back"
"চুল পরার সমস্যা  নিয়ে ডাক্তারের কাছে গেছিলাম, গিয়ে দেখি ডাক্তার নিজেই টাক","chul porar somossa niye doctorer kache gechilam, giye dekhi doctor nijei tak","চুল পড়ার সমেস্যা লইয়া ডাক্তারের ধারে গেল্লাম, যাইয়া দেহি ডাক্তার নিজেই টাকলা","chul porar somessa loigga doctor er dhare gellam, jaiya dehi daktar nijei takla",Barishal ,"I went to the doctor with the problem of hair loss, I went and saw that the doctor himself was bald"
"ভালো মানুষ নাকি বেশি দিন বাঁচে না, এটা শোনার পর খুব টেনশনে আছি","valo manush naki beshi din bace na, eta shonar por khub tension e achi","ভাল মানু বোলে বেশি দিন বাঁচে না, এইডা হোনার পর বেমালা টেনশনে আছি","valo manu bole beshi din bache na, eida honar por bemala tension e achi",Barishal ,I am very tensed after hearing that good people don't live long
তোকে ভুলে যাওয়ার জন্য আমি ভালোবাসিনি,toke vule jaoyar jonno ami valobashini,তোরে ভুইল্লা যাওয়ার লইজ্ঞা মুই ভালোবাসি নাই,tore vuilla jaowar loigga mui valobashi nai,Barishal ,I didn't love you to forget you
"নিজেকে কখনো বেকার ভাববেন না, মনে রাখবেন আপনার শরীরের রক্ত দিয়ে হাজারো মশার সংসার চলে","nijeke kokhono bekar vabben na, mone rakhben apnar shorirer rokto diye hajaro moshar songsar cole","নিজেরে কহনো বেকার ভাববেন না, মনে রাখবেন আমনের শরীলের রক্ত দিয়া হাজারও মশার সংসার চলে","nijere kohono bekar vabben na, mone rakhben amner shoriler rokto diya hajaro moshar songsar chole",Barishal ,"Never think of yourself as unemployed, remember that the blood of your body feeds thousands of mosquitoes"
